坐	Pictograph of two people (人) sitting on the ground (土).	[{"char":"人","type":"iconic","pinyin":"rén","definition":"person"},{"char":"人","type":"iconic","pinyin":"rén","definition":"person"},{"char":"土","type":"iconic","pinyin":"tǔ","definition":"earth; dirt"}]
因	Pictograph of clothing surrounding (囗) a person (人), now written as 裀. The current meaning is a phonetic loan.	[{"char":"囗","type":"iconic","notes":"Depicts clothing surrounding a person.","pinyin":"wéi","definition":"wall; surrounding"},{"char":"大","type":"iconic","notes":"Depicts a person.","pinyin":"dà; dài","definition":"big"}]
裀	Phonosemantic compound. 衤 represents the meaning and 因 represents the sound. Originally written as 因, a pictograph of clothing surrounding a person.	[]
律	Phonosemantic compound. 彳 represents the meaning and 聿 represents the sound.	[{"char":"彳","type":"meaning","notes":"彳 is a component form of 行.","pinyin":"chì","definition":"walk; travel"},{"char":"聿","type":"sound","pinyin":"yù","definition":"writing utensil"}]
示	Origin unclear. Most likely depicts some object of spiritual significance. Most often explained as an altar or a memorial tablet.	[]
視	Phonosemantic compound. 見 represents the meaning and 礻 represents the sound.	[{"char":"見","type":"meaning","pinyin":"jiàn; xiàn","definition":"see"},{"char":"礻","type":"sound","notes":"礻 is a component form of 示.","pinyin":"shì","definition":"(spiritual); show; reveal"}]
视	Simplified form of 視. Phonosemantic compound. 見 represents the meaning and 礻 represents the sound.	[{"char":"见","type":"meaning","pinyin":"jiàn; xiàn","definition":"see"},{"char":"礻","type":"sound","notes":"礻 is a component form of 示.","pinyin":"shì","definition":"(spiritual); show; reveal"}]
𠂤	Pictograph of buttocks.	[]
帀	Origin unclear.	[]
師	Origin unclear.	[{"char":"𠂤","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"duī","definition":"heap; pile; buttocks"},{"char":"帀","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"zā","definition":"circle; surround; everywhere"}]
师	Simplified form of 師. Origin unclear.	[{"char":"刂","type":"simplified","notes":"Shorthand for the 𠂤 component in the traditional character 師. The purpose of this component is unclear.","pinyin":"dāo","definition":"knife"},{"char":"帀","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"zā","definition":"circle; surround; everywhere"}]
帥	Originally a pictograph of two hands pulling a rod, based on the original meaning "lead; command". The meaning later shifted to "handsome". The purpose of the 巾 (cloth) is unclear. It possibly represents a special cloth worn by commanders.	[{"char":"◎","type":"iconic","notes":"Depicts something being pulled by two hands. Unrelated to the 𠂤 (heap; pile; buttocks) component even though it looks identical in the modern form.","pinyin":"xx","definition":"characterless component"},{"char":"巾","type":"unknown","notes":"The purpose of this component is unclear. Possibly represents a special cloth worn by a commander.","pinyin":"jīn","definition":"cloth; towel"}]
帅	Simplified form of 帥. Originally a pictograph of two hands pulling a rod, based on the original meaning "lead; command". The meaning later shifted to "handsome". The purpose of the 巾 (cloth) is unclear. It possibly represents a special cloth worn by commanders.	[{"char":"刂","type":"simplified","notes":"Shorthand for the ◎ component in the traditional character 帥. Depicts something being pulled by two hands. Unrelated to the 𠂤 (heap; pile; buttocks) component even though it looks identical in the modern form.","pinyin":"dāo","definition":"knife"},{"char":"巾","type":"unknown","notes":"The purpose of this component is unclear. Possibly represents a special cloth worn by a commander.","pinyin":"jīn","definition":"cloth; towel"}]
景	Phonosemantic compound. 日 represents the meaning and 京 represents the sound.	[{"char":"日","type":"meaning","pinyin":"rì","definition":"sun; day"},{"char":"京","type":"sound","pinyin":"jīng","definition":"(high place); capital city"}]
影	Phonosemantic compound. 彡 represents the meaning and 景 represents the sound. The 彡 component depicts lines of shadow.	[{"char":"彡","type":"meaning","pinyin":"shān","definition":"hair"},{"char":"景","type":"sound","pinyin":"jǐng","definition":"bright; scenery"}]
進	Phonosemantic compound. 辶 represents the meaning and 隹 represents the sound.	[{"char":"辶","type":"meaning","notes":"辶 is a component form of 辵.","pinyin":"chuò","definition":"walk; move"},{"char":"隹","type":"sound","notes":"The pronunciation of 進 was similar to 隹 in old Chinese, but they no longer sound similar in modern Mandarin due to historical phonetic changes.","pinyin":"zhuī","definition":"bird"}]
进	Phonosemantic compound. 辶 represents the meaning and 井 represents the sound. Simplified form of 進.	[{"char":"辶","type":"meaning","notes":"辶 is a component form of 辵.","pinyin":"chuò","definition":"walk; move"},{"char":"井","type":"sound","pinyin":"jǐng","definition":"water well"}]
立	Pictograph of a person standing on the ground.	[]
站	Phonosemantic compound. 立 represents the meaning and 占 represents the sound.	[{"char":"立","type":"meaning","pinyin":"lì","definition":"stand; establish"},{"char":"占","type":"sound","pinyin":"zhàn; zhān","definition":"observe; divine; seize"}]
爸	Phonosemantic compound. 父 represents the meaning and 巴 represents the sound.	[{"char":"父","type":"meaning","pinyin":"fù","definition":"father"},{"char":"巴","type":"sound","pinyin":"bā","definition":"to cling to"}]
殳	Pictograph of a hand holding a spear.	[{"char":"◎","type":"iconic","notes":"Depicts a spear.","pinyin":"xx","definition":"characterless component"},{"char":"又","type":"iconic","notes":"Depicts a hand.","pinyin":"yòu","definition":"(hand); again"}]
殹	Original meaning unclear.	[{"char":"◎","type":"unknown","notes":"Seems to depict an arrow in a container.","pinyin":"xx","definition":"characterless component"},{"char":"殳","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"shū","definition":"spear"}]
酉	Pictograph of a container for wine.	[]
酒	Phonosemantic compound. 氵 represents the meaning and 酉 represents the sound. The 酉 component is a pictograph of a container for wine, so it also serves as a meaning component.	[{"char":"氵","type":"meaning","notes":"氵 is a component form of 水.","pinyin":"shuǐ","definition":"water"},{"char":"酉","type":"sound","notes":"酉 also serves as a meaning component.","pinyin":"yǒu","definition":"10th earthly branch; (wine)"}]
醫	Phonosemantic compound. 酉 represents the meaning and 殹 represents the sound. The 酉 component is a pictograph of a container for wine, which is sometimes used for medicinal purposes.	[{"char":"酉","type":"meaning","pinyin":"yǒu","definition":"10th earthly branch; (wine)"},{"char":"殹","type":"sound","pinyin":"yì","definition":"(archaic) [particle]"}]
医	Simplified form of 醫. Phonosemantic compound. 酉 represents the meaning and 殹 represents the sound. The 酉 component is a pictograph of a container for wine, which is sometimes used for medicinal purposes. The traditional component 酉 was removed for simplification.	[{"char":"酉","type":"deleted","notes":"The traditional component 酉 was removed for simplification.","pinyin":"yǒu","definition":"10th earthly branch; (wine)"},{"char":"殹","type":"sound","pinyin":"yì","definition":"(archaic) [particle]"}]
舄	Pictograph of a bird with its two wings opened. Based on the original meaning "magpie", now written as 鵲. The current meaning "shoe" is a phonetic loan.	[]
鵲	Phonosemantic compound. 鳥 represents the meaning and 昔 represents the sound. Originally written as 舄.	[{"char":"鳥","type":"meaning","pinyin":"niǎo; diǎo","definition":"bird"},{"char":"昔","type":"sound","pinyin":"xī","definition":"former times; ancient"}]
鹊	Simplified form of 鵲. Phonosemantic compound. 鳥 represents the meaning and 昔 represents the sound. Originally written as 舄.	[{"char":"鸟","type":"meaning","pinyin":"niǎo; diǎo","definition":"bird"},{"char":"昔","type":"sound","pinyin":"xī","definition":"former times; ancient"}]
寫	Phonosemantic compound. 宀 represents the meaning and 舄 represents the sound. The contribution of the 宀 (roof) component to the meaning is unclear. Perhaps used since writing is typically done indoors.	[{"char":"宀","type":"meaning","pinyin":"mián","definition":"roof"},{"char":"舄","type":"sound","pinyin":"xì","definition":"shoe, slipper"}]
写	Phonosemantic compound. 宀 represents the meaning and 舄 represents the sound. The contribution of the 宀 (roof) component to the meaning is unclear. Perhaps used since writing is typically done indoors. The simplified character 写 was adapted from the cursive form of the traditional character 寫.	[{"char":"冖","type":"meaning","notes":"冖 is a component form of 宀.","pinyin":"mì","definition":"roof"},{"char":"与","type":"simplified","notes":"Shorthand for the 舄 component in the traditional character 寫.","pinyin":"yǔ; yù; yú","definition":"and; together; take part"}]
牙	Pictograph of teeth.	[]
與	Phonosemantic compound. 舁 represents the meaning and 牙 represents the sound.	[{"char":"舁","type":"meaning","pinyin":"yú","definition":"lift; raise"},{"char":"牙","type":"sound","notes":"The pronunciation of 與 was similar to 牙 in old Chinese, but they no longer sound similar in modern Mandarin due to historical phonetic changes.","pinyin":"yá","definition":"tooth"}]
与	Simplified form of 與. Phonosemantic compound. 舁 represents the meaning and 牙 represents the sound. The traditional component 舁 was removed for simplification.	[{"char":"舁","type":"deleted","notes":"The traditional component 舁 was removed for simplification.","pinyin":"yú","definition":"lift; raise"},{"char":"牙","type":"sound","notes":"The pronunciation of 與 was similar to 牙 in old Chinese, but they no longer sound similar in modern Mandarin due to historical phonetic changes.","pinyin":"yá","definition":"tooth"}]
云	Pictograph of clouds.	[]
雲	Phonosemantic compound. 雨 represents the meaning and 云 represents the sound.	[{"char":"雨","type":"meaning","pinyin":"yǔ; yù","definition":"rain"},{"char":"云","type":"sound","notes":"云 also serves as a meaning component.","pinyin":"yún","definition":"cloud"}]
動	Phonosemantic compound. 力 represents the meaning and 重 represents the sound.	[{"char":"力","type":"meaning","pinyin":"lì","definition":"strength; power"},{"char":"重","type":"sound","pinyin":"chóng; zhòng","definition":"heavy; repeat"}]
动	Simplified form of 動. Phonosemantic compound. 力 represents the meaning and 重 represents the sound.	[{"char":"力","type":"meaning","pinyin":"lì","definition":"strength; power"},{"char":"云","type":"simplified","notes":"Shorthand for the 重 component in the traditional character 動.","pinyin":"yún","definition":"cloud"}]
囟	Pictograph of the top part of the skull.	[]
川	Pictograph of a river.	[]
腦	The brain is part of the body (⺼) composed of a system of pathways (巛) located inside of the skull (囟).	[{"char":"⺼","type":"meaning","notes":"⺼ is a component form of 肉.","pinyin":"ròu","definition":"meat; flesh"},{"char":"巛","type":"iconic","notes":"巛 is a component form of 川. Here used to represent the system of neural pathways in the brain, similar to a system of rivers.","pinyin":"chuān","definition":"river"},{"char":"囟","type":"iconic","pinyin":"xìn","definition":"top of skull; fontanel"}]
脑	Simplified form of 腦. The brain is part of the body (⺼) composed of a system of pathways (巛) located inside of the skull (囟). The traditional component 巛 was removed for simplification.	[{"char":"⺼","type":"meaning","notes":"⺼ is a component form of 肉.","pinyin":"ròu","definition":"meat; flesh"},{"char":"巛","type":"deleted","notes":"巛 is a component form of 川. Here used to represent the system of neural pathways in the brain, similar to a system of rivers. The traditional component 巛 was removed for simplification.","pinyin":"chuān","definition":"river"},{"char":"囟","type":"iconic","pinyin":"xìn","definition":"top of skull; fontanel"}]
曰	Pictograph of a line, representing speech, coming out of a mouth (口).	[{"char":"口","type":"iconic","pinyin":"kǒu","definition":"mouth"},{"char":"◎","type":"iconic","notes":"Represents a line of speech coming out of the mouth.","pinyin":"xx","definition":"characterless component"}]
丐	Origin unclear. Possibly depicts a beggar holding his hand out.	[]
匃	Variant form of 丐. Origin unclear. Possibly depicts a beggar holding his hand out.	[]
曷	Phonosemantic compound. 曰 represents the meaning and 匃 represents the sound.	[{"char":"曰","type":"meaning","pinyin":"yuē","definition":"speak; say"},{"char":"匃","type":"sound","notes":"The pronunciation of 曷 was similar to 匃 in old Chinese, but they no longer sound similar in modern Mandarin due to historical phonetic changes.","pinyin":"gài","definition":"beggar"}]
喝	Phonosemantic compound. 口 represents the meaning and 曷 represents the sound.	[{"char":"口","type":"meaning","pinyin":"kǒu","definition":"mouth"},{"char":"曷","type":"sound","pinyin":"hé","definition":"why; how; what"}]
各	Pictograph of a foot (夂) entering an opening, (口), the opposite of 出 (exit). Based on the original meaning "enter", unrelated to the current meaning "each", which is a phonetic loan.	[{"char":"夂","type":"iconic","notes":"夂 is a component form of 止.","pinyin":"zhǐ","definition":"(foot); stop"},{"char":"口","type":"iconic","pinyin":"kǒu","definition":"mouth"}]
客	Phonosemantic compound. 宀 represents the meaning and 各 represents the sound.	[{"char":"宀","type":"meaning","pinyin":"mián","definition":"roof"},{"char":"各","type":"sound","pinyin":"gè","definition":"each; every"}]
票	Origin unclear.	[{"char":"覀","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"xx","definition":"[character component]"},{"char":"示","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"shì","definition":"(spiritual); show; reveal"}]
漂	Phonosemantic compound. 氵 represents the meaning and 票 represents the sound.	[{"char":"氵","type":"meaning","notes":"氵 is a component form of 水.","pinyin":"shuǐ","definition":"water"},{"char":"票","type":"sound","pinyin":"piào","definition":"ticket; ballot"}]
亮	Phonosemantic compound. 人 represents the meaning and 京 represents the sound. Depicts a person (人) in a high place (京).	[{"char":"人","type":"meaning","pinyin":"rén","definition":"person"},{"char":"京","type":"sound","notes":"The pronunciation of 亮 was similar to 京 in old Chinese, but they no longer sound similar in modern Mandarin due to historical phonetic changes. 京 also serves as a meaning component.","pinyin":"jīng","definition":"(high place); capital city"}]
阜	Origin unclear. Possibly represents stepping stones on a mountain.	[]
院	Phonosemantic compound. 阝 represents the meaning and 完 represents the sound.	[{"char":"阝","type":"meaning","notes":"阝 is a component form of 阜.","pinyin":"fù","definition":"mound; abundant"},{"char":"完","type":"sound","pinyin":"wán","definition":"complete; finish"}]
弟	Pictograph of a rope wrapped around a weapon. Relation to current meaning "younger brother" unclear.	[{"char":"戈","type":"iconic","notes":"Depicts a weapon.","pinyin":"gē","definition":"dagger-axe"},{"char":"◎","type":"iconic","notes":"Depicts a rope.","pinyin":"xx","definition":"characterless component"}]
第	Phonosemantic compound. ⺮ represents the meaning and 弟 represents the sound.	[{"char":"⺮","type":"meaning","notes":"⺮ is a component form of 竹.","pinyin":"zhú","definition":"bamboo"},{"char":"弟","type":"sound","pinyin":"dì; tì","definition":"younger brother"}]
步	Pictograph of one foot in front of another, depicting footsteps.	[{"char":"止","type":"iconic","pinyin":"zhǐ","definition":"(foot); stop"},{"char":"止","type":"iconic","pinyin":"zhǐ","definition":"(foot); stop"}]
戉	Pictograph of a battle-axe, similar to 戈, 戊, and 戌. Now written as 鉞.	[]
鉞	Phonosemantic compound. 金 represents the meaning and 戉 represents the sound. Originally written as 戉.	[{"char":"金","type":"meaning","pinyin":"jīn","definition":"metal; gold"},{"char":"戉","type":"sound","notes":"戉 also serves as a meaning component.","pinyin":"yuè","definition":"battle-axe"}]
钺	Simplified form of 鉞. Phonosemantic compound. 金 represents the meaning and 戉 represents the sound. Originally written as 戉.	[{"char":"钅","type":"meaning","notes":"钅 is a component form of 金.","pinyin":"jīn","definition":"metal; gold"},{"char":"戉","type":"sound","notes":"戉 also serves as a meaning component.","pinyin":"yuè","definition":"battle-axe"}]
歲	Phonosemantic compound. 步 represents the meaning and 戉 represents the sound.	[{"char":"步","type":"meaning","pinyin":"bù","definition":"step"},{"char":"戉","type":"sound","pinyin":"yuè","definition":"battle-axe"}]
岁	Phonosemantic compound. 步 represents the meaning and 戉 represents the sound. The simplified character 岁 was adapted from the cursive form of the traditional character 歲.	[{"char":"山","type":"simplified","notes":"Shorthand for the 步 component in the traditional character 歲.","pinyin":"shān","definition":"mountain"},{"char":"夕","type":"simplified","notes":"Shorthand for the 戉 component in the traditional character 歲.","pinyin":"xī","definition":"dusk; evening"}]
塊	Phonosemantic compound. 土 represents the meaning and 鬼 represents the sound.	[{"char":"土","type":"meaning","pinyin":"tǔ","definition":"earth; dirt"},{"char":"鬼","type":"sound","pinyin":"guǐ","definition":"ghost; demon"}]
块	Simplified form of 塊. Phonosemantic compound. 土 represents the meaning and 鬼 represents the sound.	[{"char":"土","type":"meaning","pinyin":"tǔ","definition":"earth; dirt"},{"char":"夬","type":"sound","pinyin":"guài","definition":"decisive"}]
地	Phonosemantic compound. 土 represents the meaning and 也 represents the sound.	[{"char":"土","type":"meaning","pinyin":"tǔ","definition":"earth; dirt"},{"char":"也","type":"sound","notes":"The pronunciation of 地 was similar to 也 in old Chinese, but they no longer sound similar in modern Mandarin due to historical phonetic changes.","pinyin":"yě","definition":"also"}]
姐	Phonosemantic compound. 女 represents the meaning and 且 represents the sound.	[{"char":"女","type":"meaning","pinyin":"nǚ; rǔ","definition":"woman; female"},{"char":"且","type":"sound","pinyin":"qiě","definition":"moreover"}]
丮	Pictograph of a person with both hands outstretched.	[]
埶	Pictograph of a person making a craft with both hands.	[{"char":"◎","type":"iconic","notes":"Depicts some sort of craft.","pinyin":"xx","definition":"characterless component"},{"char":"丮","type":"iconic","notes":"Depicts a person holding out both hands.","pinyin":"jǐ","definition":"catch"}]
熱	Phonosemantic compound. 灬 represents the meaning and 埶 represents the sound.	[{"char":"灬","type":"meaning","notes":"灬 is a component form of 火.","pinyin":"huǒ","definition":"fire"},{"char":"埶","type":"sound","notes":"The pronunciation of 熱 was similar to 埶 in old Chinese, but they no longer sound similar in modern Mandarin due to historical phonetic changes.","pinyin":"yì","definition":"skill; art"}]
㚔	Pictograph of shackles.	[]
執	Pictograph of a person with hands (丮) bound by shackles (㚔).	[{"char":"㚔","type":"iconic","pinyin":"niè","definition":"shackles; handcuffs"},{"char":"丮","type":"iconic","notes":"Depicts a person with two hands outstretched.","pinyin":"jǐ","definition":"catch"}]
执	Simplified form of 執. Pictograph of a person with hands (丮) bound by shackles (㚔).	[{"char":"扌","type":"simplified","notes":"Shorthand for the 㚔 component in the traditional character 執.","pinyin":"shǒu","definition":"hand"},{"char":"丮","type":"iconic","notes":"Depicts a person with two hands outstretched.","pinyin":"jǐ","definition":"catch"}]
热	Simplified form of 熱. Phonosemantic compound. 灬 represents the meaning and 埶 represents the sound.	[{"char":"灬","type":"meaning","notes":"灬 is a component form of 火.","pinyin":"huǒ","definition":"fire"},{"char":"执","type":"simplified","notes":"Shorthand for the 埶 component in the traditional character 熱. The pronunciation of 熱 was similar to 埶 in old Chinese, but they no longer sound similar in modern Mandarin due to historical phonetic changes.","pinyin":"zhí","definition":"execute; grasp"}]
飛	Pictograph of a flying bird.	[]
飞	Simplified form of 飛. Pictograph of a flying bird.	[]
親	Phonosemantic compound. 見 represents the meaning and 辛 represents the sound. The 木 (wood) component was added later for unknown reasons, possibly to match the character 新.	[{"char":"辛","type":"sound","pinyin":"xīn","definition":"hard; laborious; suffering"},{"char":"木","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"mù","definition":"wood; tree"},{"char":"見","type":"meaning","pinyin":"jiàn; xiàn","definition":"see"}]
亲	Simplified form of 親. Phonosemantic compound. 見 represents the meaning and 辛 represents the sound. The 木 (wood) component was added later for unknown reasons, possibly to match the character 新. The traditional component 見 was removed for simplification.	[{"char":"辛","type":"sound","pinyin":"xīn","definition":"hard; laborious; suffering"},{"char":"木","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"mù","definition":"wood; tree"},{"char":"見","type":"deleted","notes":"The traditional component 見 was removed for simplification.","pinyin":"jiàn; xiàn","definition":"see"}]
新	Phonosemantic compound. 斤 represents the meaning and 辛 represents the sound. The 木 (wood) component was added later. Based on the original meaning "firewood", now written as 薪. The current meaning "new" is a phonetic loan.	[{"char":"辛","type":"sound","notes":"Also used as a meaning component. Hard work (辛) with an axe (斤) is required to produce firewood.","pinyin":"xīn","definition":"hard; laborious; suffering"},{"char":"木","type":"iconic","pinyin":"mù","definition":"wood; tree"},{"char":"斤","type":"meaning","pinyin":"jīn","definition":"axe"}]
薪	Phonosemantic compound. 艹 represents the meaning and 新 represents the sound. Originally written as 新.	[{"char":"艹","type":"meaning","notes":"艹 is a component form of 艸.","pinyin":"cǎo","definition":"grass"},{"char":"新","type":"sound","pinyin":"xīn","definition":"new"}]
令	Depicts a person (卩) receiving commands from a mouth (口) above them. Originally 令 and 命 were variations of the same character.	[{"char":"口","type":"iconic","pinyin":"kǒu","definition":"mouth"},{"char":"卩","type":"iconic","pinyin":"jié","definition":"person"}]
命	Phonosemantic compound. 口 represents the meaning and 令 represents the sound. Originally 令 and 命 were variations of the same character.	[{"char":"口","type":"meaning","pinyin":"kǒu","definition":"mouth"},{"char":"令","type":"sound","notes":"令 also serves as a meaning component.","pinyin":"lìng; líng; lǐng","definition":"order; command"}]
冷	Phonosemantic compound. 冫 represents the meaning and 令 represents the sound.	[{"char":"冫","type":"meaning","notes":"冫 is a component form of 冰.","pinyin":"bīng","definition":"ice"},{"char":"令","type":"sound","pinyin":"lìng; líng; lǐng","definition":"order; command"}]
爭	Pictograph of multiple hands grabbing at the same object.	[{"char":"又","type":"iconic","pinyin":"yòu","definition":"(hand); again"},{"char":"又","type":"iconic","pinyin":"yòu","definition":"(hand); again"},{"char":"◎","type":"iconic","notes":"Depicts the object that the two hands are striving for.","pinyin":"xx","definition":"characterless component"}]
争	Simplified form of 爭. Pictograph of multiple hands grabbing at the same object.	[{"char":"又","type":"iconic","pinyin":"yòu","definition":"(hand); again"},{"char":"又","type":"iconic","pinyin":"yòu","definition":"(hand); again"},{"char":"◎","type":"iconic","notes":"Depicts the object that the two hands are striving for.","pinyin":"xx","definition":"characterless component"}]
靜	Both 青 and 爭 are sound components.	[{"char":"青","type":"sound","pinyin":"qīng","definition":"color of nature; green; blue"},{"char":"爭","type":"sound","pinyin":"zhēng","definition":"strive for; vie for; fight; argue"}]
静	Simplified form of 靜. Both 青 and 爭 are sound components.	[{"char":"青","type":"sound","pinyin":"qīng","definition":"color of nature; green; blue"},{"char":"争","type":"sound","pinyin":"zhēng","definition":"strive for; vie for; fight; argue"}]
公	Originally a pictograph of a vessel for holding liquid. The original meaning is now written as 瓮, with the 瓦 (pottery) component added at the bottom. The current meaning "public" is a phonetic loan.	[]
瓦	Pictograph of a tool for making pottery.	[]
瓮	Phonosemantic compound. 瓦 represents the meaning and 公 represents the sound. Originally written as 公.	[{"char":"瓦","type":"meaning","pinyin":"wǎ","definition":"roof tile; (pottery)"},{"char":"公","type":"sound","pinyin":"gōng","definition":"public; just"}]
外	Phonosemantic compound. 卜 represents the meaning and 月 represents the sound. 卜 here is used iconically as an arrow pointing to the outside.	[{"char":"卜","type":"meaning","pinyin":"bo; bǔ","definition":"to divine"},{"char":"月","type":"sound","notes":"The pronunciation of 外 was similar to 月 in old Chinese, but they no longer sound similar in modern Mandarin due to historical phonetic changes.","pinyin":"yuè","definition":"moon"}]
羽	Pictograph of feathers.	[]
彗	Pictograph of a broom.	[]
雪	Phonosemantic compound. 雨 represents the meaning and 彗 represents the sound.	[{"char":"雨","type":"meaning","pinyin":"yǔ; yù","definition":"rain"},{"char":"彗","type":"sound","notes":"The pronunciation of 雪 was similar to 彗 in old Chinese, but they no longer sound similar in modern Mandarin due to historical phonetic changes.","pinyin":"huì","definition":"broom"}]
習	Origin unclear.	[{"char":"羽","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"yǔ","definition":"feather"},{"char":"白","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"bái","definition":"white"}]
习	Simplified form of 習. Origin unclear. The traditional component 白 was removed for simplification.	[{"char":"羽","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"yǔ","definition":"feather"},{"char":"白","type":"deleted","notes":"The purpose of this component is unclear. The traditional component 白 was removed for simplification.","pinyin":"bái","definition":"white"}]
串	Pictograph of two objects on a skewer or strung together.	[]
毌	Original form of 貫. Pictograph of a string being pierced through something, similar to 串.	[]
貫	Phonosemantic compound. 貝 represents the meaning and 毌 represents the sound. Originally written as 毌, a pictograph of a string being pierced through something. The 貝 component was added later, conveying a string of shells used as money.	[{"char":"貝","type":"meaning","pinyin":"bèi","definition":"shell"},{"char":"毌","type":"sound","notes":"毌 also serves as a meaning component.","pinyin":"guàn","definition":"pierce through, string together"}]
贯	Simplified form of 貫. Phonosemantic compound. 貝 represents the meaning and 毌 represents the sound. Originally written as 毌, a pictograph of a string being pierced through something. The 貝 component was added later, conveying a string of shells used as money.	[{"char":"贝","type":"meaning","pinyin":"bèi","definition":"shell"},{"char":"毌","type":"sound","notes":"毌 also serves as a meaning component.","pinyin":"guàn","definition":"pierce through, string together"}]
交	Pictograph of a person standing with crossed legs, conveying the meaning "to cross".	[]
校	Phonosemantic compound. 木 represents the meaning and 交 represents the sound.	[{"char":"木","type":"meaning","pinyin":"mù","definition":"wood; tree"},{"char":"交","type":"sound","pinyin":"jiāo","definition":"intersect; cross; hand over; make friends"}]
思	Thought is associated with the head (囟) and heart (心). The modern form of the top component looks like 田 (field), but 田 is unrelated.	[{"char":"囟","type":"meaning","pinyin":"xìn","definition":"top of skull; fontanel"},{"char":"心","type":"meaning","pinyin":"xīn","definition":"heart"}]
店	Phonosemantic compound. 广 represents the meaning and 占 represents the sound.	[{"char":"广","type":"meaning","pinyin":"guǎng; yǎn","definition":"roof; (simp.) wide"},{"char":"占","type":"sound","notes":"The pronunciation of 店 was similar to 占 in old Chinese, but they no longer sound similar in modern Mandarin due to historical phonetic changes.","pinyin":"zhàn; zhān","definition":"observe; divine; seize"}]
商	Origin unclear.	[{"char":"辛","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"xīn","definition":"hard; laborious; suffering"},{"char":"丙","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"bǐng","definition":"3rd heavenly stem"},{"char":"口","type":"unknown","notes":"The purpose of this component is unclear.","pinyin":"kǒu","definition":"mouth"}]
杯	Phonosemantic compound. 木 represents the meaning and 不 represents the sound.	[{"char":"木","type":"meaning","pinyin":"mù","definition":"wood; tree"},{"char":"不","type":"sound","notes":"The pronunciation of 杯 was similar to 不 in old Chinese, but they no longer sound similar in modern Mandarin due to historical phonetic changes.","pinyin":"bù","definition":"no; not"}]
昜	Pictograph of rays of light coming from the sun. Based on the original meaning "sunshine", now written as 暘. The meaning later shifted to "bright" and "expansive".	[{"char":"日","type":"iconic","pinyin":"rì","definition":"sun; day"},{"char":"◎","type":"iconic","notes":"Depicts rays of sunshine.","pinyin":"xx","definition":"characterless component"}]
暘	Phonosemantic compound. 日 represents the meaning and 昜 represents the sound. Originally written as 昜.	[]
場	Phonosemantic compound. 土 represents the meaning and 昜 represents the sound.	[{"char":"土","type":"meaning","pinyin":"tǔ","definition":"earth; dirt"},{"char":"昜","type":"sound","notes":"昜 also serves as a meaning component.","pinyin":"yáng","definition":"open; expand; bright; glorious"}]
场	Phonosemantic compound. 土 represents the meaning and 昜 represents the sound. The simplified character 场 was adapted from the cursive form of the traditional character 場.	[{"char":"土","type":"meaning","pinyin":"tǔ","definition":"earth; dirt"},{"char":"昜","type":"sound","notes":"昜 also serves as a meaning component.","pinyin":"yáng","definition":"open; expand; bright; glorious"}]
鼻	Phonosemantic compound. 自 represents the meaning and 畀 represents the sound. Originally written as 自, a pictograph of a nose. The sound component 畀 was added later.	[{"char":"自","type":"meaning","pinyin":"zì","definition":"(nose); self; from; since"},{"char":"畀","type":"sound","pinyin":"bì","definition":"give; confer"}]
畀	Originally a pictograph of an arrow with a large arrowhead. Unrelated to the current meaning "give; confer", which is a phonetic loan.	[]
邊	Phonosemantic compound with two sound components and two meaning components. 辶 and 方 represent the meaning, while 自 and 丙 represent the sound.	[{"char":"自","type":"sound","notes":"自 was the original form of 鼻 (bí; nose).","pinyin":"zì","definition":"(nose); self; from; since"},{"char":"丙","type":"sound","pinyin":"bǐng","definition":"3rd heavenly stem"},{"char":"方","type":"meaning","pinyin":"fāng","definition":"square; direction; side"},{"char":"辶","type":"meaning","notes":"辶 is a component form of 辵.","pinyin":"chuò","definition":"walk; move"}]
边	Simplified form of 邊. Phonosemantic compound with two sound components and two meaning components. 辶 and 方 represent the meaning, while 自 and 丙 represent the sound. The traditional component 自 was removed for simplification. The traditional component 丙 was removed for simplification.	[{"char":"自","type":"deleted","notes":"自 was the original form of 鼻 (bí; nose). The traditional component 自 was removed for simplification.","pinyin":"zì","definition":"(nose); self; from; since"},{"char":"丙","type":"deleted","notes":"The traditional component 丙 was removed for simplification.","pinyin":"bǐng","definition":"3rd heavenly stem"},{"char":"力","type":"simplified","notes":"Shorthand for the 方 component in the traditional character 邊.","pinyin":"lì","definition":"strength; power"},{"char":"辶","type":"meaning","notes":"辶 is a component form of 辵.","pinyin":"chuò","definition":"walk; move"}]
