勷	ráng	haste	haste
劝	quàn	to advise, to urge, to exhort	to advise; to urge; to try to persuade; to exhort; to console; to soothe
勹	bāo	archaic variant of 包	archaic variant of 包[bāo]
勺	sháo	spoon, ladle	spoon; ladle; CL:把[bǎ]; abbr. for 公勺[gōng​sháo], centiliter (unit of volume)
匀	yún	even, to share, uniform	even; well-distributed; uniform; to distribute evenly; to share
勾	gōu; Gōu; gòu	to attract, to arouse, to tick	to attract; to arouse; to tick; to strike out; to delineate; to collude; variant of 鉤|钩[gōu], hook; surname Gou; see 勾當|勾当[gòu​dàng]
勿	wù	do not	do not
匁	xx	momme	(Japanese kokuji) momme (Japanese unit of weight equal to 3.75 grams)
包	bāo; Bāo	to cover, to wrap, to hold	to cover; to wrap; to hold; to include; to take charge of; to contract (to or for); package; wrapper; container; bag; to hold or embrace; bundle; packet; CL:個|个[gè],隻|只[zhī]; surname Bao
匆	cōng	hurried, hasty	hurried; hasty; variant of 匆[cōng]
匈	Xiōng; xiōng	Hungary, Hungarian	Hungary; Hungarian; abbr. for 匈牙利[Xiōng​yá​lì]; old variant of 胸[xiōng]
匉	pēng	noise of waters	noise of waters
匊	jū	variant of 掬	variant of 掬[jū]
匋	táo	pottery	pottery
匍	pú	crawl, lie prostrate	crawl; lie prostrate
匏	páo	bottle gourd	bottle gourd; Lagenaria vulgaris
匐	fú	to fall prostrate	to fall prostrate
匑	gōng	to bow, to salute	to bow; to salute
匔	gōng	old variant of 匑	old variant of 匑[gōng]
匕	bǐ	dagger, ladle	dagger; ladle; ancient type of spoon
化	huà; huā	to make into, to transform	to make into; to change into; -ization; to ... -ize; to transform; abbr. for 化學|化学[huà​xué]; variant of 花[huā]
北	běi	north	north; to be defeated (classical)
匘	nǎo	old variant of 腦|脑	old variant of 腦|脑[nǎo]
匙	chí	spoon	spoon
匚	fāng	"right open box" radical	"right open box" radical (Kangxi radical 22), occurring in 区, 医, 匹 etc
匜	yí	washbasin with a tubular	washbasin with a tubular handle
匝	zā	to surround, to extend	circuit; to surround; to extend (everywhere); variant of 匝[zā]
匞	jiàng	old variant of 匠	old variant of 匠[jiàng]
炕	kàng	to bake, kang	kang (a heatable brick bed); to bake; to dry by the heat of a fire; old variant of 炕[kàng]
匠	jiàng	craftsman	craftsman
匡	Kuāng; kuāng	to rectify	surname Kuang; to rectify
匣	xiá	box	box
匧	qiè	old variant of 篋|箧	old variant of 篋|箧[qiè]
匪	fěi	bandit	bandit; (literary) not
匦	guǐ	small box	small box
汇	huì	to remit, to converge	to remit; to converge (of rivers); to exchange; class; collection; variant of 匯|汇[huì]
匮	kuì; Kuì; guì	to lack, lacking, empty	to lack; lacking; empty; exhausted; surname Kui; variant of 櫃|柜[guì]
奁	lián	bridal trousseau	variant of 奩|奁[lián]; bridal trousseau; old variant of 奩|奁[lián]
匴	suǎn	ancient bamboo container for	ancient utensil for washing rice (or being used as a plate); ancient bamboo container for hats
匵	dú	old variant of 櫝|椟	old variant of 櫝|椟[dú]
匶	jiù	old variant of 柩	old variant of 柩[jiù]
匸	xì	"cover" or "conceal" radical	"cover" or "conceal" radical in Chinese characters (Kangxi radical 23); see also 匚[fāng]
匹	pǐ; pī	classifier for horses, mules	classifier for horses, mules etc; Taiwan pr. [pī]; ordinary person; classifier for cloth: bolt; horsepower; variant of 匹[pǐ]; mate; one of a pair
匽	yǎn	to bend	to hide, to secrete, to repress; to bend
匾	biǎn; pián	horizontal rectangular	horizontal rectangular inscribed tablet hung over a door or on a wall; shallow round woven bamboo basket; basket-couch in coffin
匿	nì	to hide	to hide
区	qū; Oū	area, region, district, small	area; region; district; small; distinguish; CL:個|个[gè]; surname Ou
十	shí	ten, 10	ten; 10
卂	xùn	archaic to fly rapidly	(archaic) to fly rapidly
千	qiān	thousand	thousand; see 鞦韆|秋千[qiū​qiān]
卄	niàn	twenty, twentieth	twenty, twentieth
卅	sà	thirty	thirty
卆	zú	to die	variant of 卒[zú], soldier; to die
升	shēng	to ascend, to promote	to ascend; to rise to the rank of; to promote; to hoist; liter; measure for dry grain equal to one-tenth dou 斗[dǒu]; variant of 升[shēng]; to rise in rank
午	wǔ	7th earthly branch: 11 a.m.-1	7th earthly branch: 11 a.m.-1 p.m., noon, 5th solar month (6th June-6th July), year of the Horse; ancient Chinese compass point: 180° (south)
卉	huì	plants	plants
半	bàn	half, incomplete, semi-	half; semi-; incomplete; (after a number) and a half
卋	shì	old variant of 世	old variant of 世[shì]
卌	xì	forty	forty
卍	wàn	swastika, a sacred and	swastika, a sacred and auspicious symbol in Hinduism, Buddhism, and Jainism
卐	wàn	swastika, a sacred and	swastika, a sacred and auspicious symbol in Hinduism, Buddhism, and Jainism, later adopted by Nazi Germany
卑	bēi	low, base, vulgar, inferior	low; base; vulgar; inferior; humble
卓	Zhuó; zhuó	outstanding	surname Zhuo; outstanding
协	xié	to cooperate, to harmonize	to cooperate; to harmonize; to help; to assist; to join
南	nán; Nán	south	south; surname Nan
単	dān	Japanese variant of 單|单	Japanese variant of 單|单
博	bó	to win, extensive, ample	extensive; ample; rich; obtain; aim; to win; to get; plentiful; to gamble; old variant of 博[bó]
卛	lǜ; shuài	old variant of 率	old variant of 率[lǜ]; old variant of 率[shuài]
卜	bo; bǔ; Bǔ	to divine, to choose	see 蘿蔔|萝卜[luó​bo]; to divine; to forecast or estimate; (of a place to live etc) to choose; surname Bu
卝	guàn; kuàng	two bunches of hair on a child	two bunches of hair on a child; classical variant of 礦|矿[kuàng]
卞	Biàn; biàn	hurried	surname Bian; hurried
卟	bǔ	see 卟啉, porphyrin	see 卟啉, porphyrin; see 卟吩, porphin
卡	kǎ; qiǎ	to stop, to block, slow, card	to stop; to block; (computing) (coll.) slow; (loanword) card; CL:張|张[zhāng],片[piàn]; truck (from "car"); calorie (abbr. for 卡路里[kǎ​lù​lǐ]); cassette; to be stuck; to be wedged; customs station; a clip; a fastener; a checkpost...
卣	yǒu	wine container	wine container
卦	guà	divinatory diagram	divinatory diagram; one of the eight divinatory trigrams of the Book of Changes 易經|易经[Yì​jīng]; one of the sixty-four divinatory hexagrams of the Book of Changes 易經|易经[Yì​jīng]
卨	xiè	used in old names	used in old names; phonetic seol used in Korean names
卩	jié	"seal" radical in Chinese	"seal" radical in Chinese characters (Kangxi radical 26)
卪	jié; xx	archaic variant of 節|节	archaic variant of 節|节[jié]; one of the characters used in kwukyel, an ancient Korean writing system
卬	áng; Ang	I, me	I (regional colloquial); me; variant of 昂[áng]; surname Ang
卮	zhī	goblet	goblet; old variant of 卮[zhī]
卯	mǎo	mortise	mortise (slot cut into wood to receive a tenon); 4th earthly branch: 5-7 a.m., 2nd solar month (6th March-4th April), year of the Rabbit; ancient Chinese compass point: 90° (east); variant of 鉚|铆[mǎo]; to exert one's strength...
印	yìn; Yìn	to print, to mark, to engrave	to print; to mark; to engrave; a seal; a print; a stamp; a mark; a trace; image; surname Yin; abbr. for 印度[Yìn​dù]
危	wēi; Wēi	to endanger, danger	danger; to endanger; Taiwan pr. [wéi]; surname Wei
卲	Shào	surname Shao	surname Shao
即	jí	namely, prompt, that is, i.e.	namely; that is; i.e.; prompt; at once; at present; even if; prompted (by the occasion); to approach; to come into contact; to assume (office); to draw near
卵	luǎn	egg, ovum, spawn, testicles	egg; ovum; spawn; (coll.) testicles; (old) penis; (expletive) fucking
卷	juǎn; juàn	to roll, to sweep up	to roll (up); to sweep up; to carry on; roll; scroll; book; volume; chapter; examination paper; classifier for books, paintings: volume, scroll; to roll up; classifier for small rolled things (wad of paper money, movie reel etc)
卸	xiè	to unload, to unhitch	to unload; to unhitch; to remove or strip; to get rid of
卼	wù	unsteady, uncomfortable	uncomfortable; unsteady
卽	jí	promptly	variant of 即[jí]; promptly
卿	qīng	honorific	high ranking official (old); term of endearment between spouses (old); (from the Tang Dynasty onwards) term used by the emperor for his subjects (old); honorific (old)
膝	xī	knee	old variant of 膝[xī]; knee
厂	chǎng; hǎn	factory, yard, depot	factory; yard; depot; workhouse; works; (industrial) plant; "cliff" radical in Chinese characters (Kangxi radical 27), occurring in 原, 历, 压 etc
厄	è	distressed	distressed; variant of 厄[è]
厎	zhǐ	whetstone	whetstone
厓	yá	old form of 崖 and 涯	old form of 崖 (cliff) and 涯 (bank)
厔	zhì	river bent	river bent
厖	páng	huge	huge
厗	tí	old stone or mineral	old stone or mineral, possibly related to antimony Sb 銻|锑[tī]
厘	lí; Lí	one hundredth, centi-	one hundredth; centi-; variant of 釐|厘[lí]; Li (c. 2000 BC), sixth of the legendary Flame Emperors 炎帝[Yán​dì] descended from Shennong 神農|神农[Shén​nóng] Farmer God, also known as Ai 哀[Aī]
厍	Shè	surname She	surname She
厚	hòu	thick, to favor, kind	thick; deep or profound; kind; generous; rich or strong in flavor; to favor; to stress
厜	zuī	a mountain peak	a mountain peak
厝	cuò	to put, to lay in place	to lay in place; to put; to place a coffin in a temporary location pending burial
厞	fèi	to hide, hideout	to hide; hideout
原	yuán; Yuán	former, original, primary, raw	former; original; primary; raw; level; cause; source; Hara (Japanese surname)
厕	cè; sì	restroom, toilet, lavatory	restroom; toilet; lavatory; variant of 廁|厕[cè]; see 茅廁|茅厕[máo​si]
历	lì	to undergo, to experience	to experience; to undergo; to pass through; all; each; every; history; old variant of 曆|历[lì]; old variant of 歷|历[lì]; calendar
厥	jué	to faint	to faint; to lose consciousness; his; her; its; their
厪	jǐn; qín	hut	hut; variant of 廑[qín]
厌	yàn	to loathe	to loathe
厮	sī	mutually, manservant, guy	mutually; with one another; manservant; boy servant; guy (derog.); variant of 廝|厮[sī]
厰	chǎng	variant of 廠|厂	variant of 廠|厂[chǎng]
厉	lì; Lì	strict, severe	strict; severe; surname Li
厳	yán	Japanese variant of 嚴|严	Japanese variant of 嚴|严
厣	yǎn	operculum, a covering flap	operculum (Latin: little lid); a covering flap (in various branches of anatomy)
厶	mǒu; sī	old variant of 某	old variant of 某[mǒu]; old variant of 私[sī]
厷	gōng; hóng	old variant of 肱	old variant of 肱[gōng]; old variant of 宏[hóng]
厹	qiú; róu	spear, to trample	spear; to trample
厺	qù	old variant of 去	old variant of 去[qù]
去	qù	to go, to go to, to send	to go; to go to (a place); (of a time etc) last; just passed; to send; to remove; to get rid of; to reduce; to be apart from in space or time; to die (euphemism); to play (a part)...
厼	xx	one of the characters used in	one of the characters used in kwukyel (phonetic "keum"), an ancient Korean writing system
厾	dū	to tap lightly	to tap lightly
叁	sān	three	variant of 參|叁[sān]; three (banker's anti-fraud numeral)
参	cān; shēn	to join, to participate	to take part in; to participate; to join; to attend; to counsel; unequal; varied; irregular; uneven; not uniform; abbr. for 參議院|参议院 Senate, Upper House; old variant of 參|参[cān]; ginseng; one of the 28 constellations; variant of 參|参[shēn]
叄	sān	variant of 參|叁	variant of 參|叁[sān]
又	yòu	again, also, anyway, and yet	(once) again; also; both... and...; and yet; (used for emphasis) anyway
叉	chā; chá; chǎ	fork, pitchfork, prong, pick	fork; pitchfork; prong; pick; cross; intersect; "X"; to cross; be stuck; to diverge; to open (as legs)
及	jí	to reach, and, up to	and; to reach; up to; in time for
友	yǒu	friend	friend
反	fǎn	to reverse, to return	contrary; in reverse; inside out or upside down; to reverse; to return; to oppose; opposite; against; anti-; to rebel; to use analogy; instead; abbr. for 反切[fǎn​qiè] phonetic system
収	shōu	variant of 收	variant of 收[shōu]
叒	ruò	obedient	old variant of 若[ruò]; obedient; ancient mythical tree
叔	shū	uncle	uncle; father's younger brother; husband's younger brother; Taiwan pr. [shú]
叕	zhuó	to lack, to join together	to join together; to lack; narrow and shallow
取	qǔ	to take, to get, to choose	to take; to get; to choose; to fetch
受	shòu	to receive, to accept	to receive; to accept; to suffer; subjected to; to bear; to stand; pleasant; (passive marker)
叛	pàn	to betray, to rebel, to revolt	to betray; to rebel; to revolt
叟	sǒu	old man, old gentleman	old gentleman; old man
睿	ruì	astute, farsighted	astute; perspicacious; farsighted; variant of 睿[ruì]
丛	cóng	cluster, collection, thicket	cluster; collection; collection of books; thicket
口	kǒu	mouth	mouth; classifier for things with mouths (people, domestic animals, cannons, wells etc); classifier for bites or mouthfuls
古	gǔ; Gǔ	ancient, old, paleo-	ancient; old; paleo-; surname Gu
句	jù; gōu	sentence, clause, phrase	sentence; clause; phrase; classifier for phrases or lines of verse; variant of 勾[gōu]
另	lìng	other, another, separate	other; another; separate; separately
叨	dāo; tāo	garrulous	garrulous; to receive the benefit of
叩	kòu	to knock, to kowtow	to knock; to kowtow; old variant of 叩[kòu]
只	zhǐ; zhī	only, merely, just, but	only; merely; just; but; grain that has begun to ripen; variant of 衹|只[zhǐ]; variant of 只[zhǐ]; classifier for birds and certain animals, one of a pair, some utensils, vessels etc
叫	jiào	to shout, to call, to order	to shout; to call; to order; to ask; to be called; by (indicates agent in the passive mood); variant of 叫[jiào]
召	zhào; Shào	to summon, to convene	to call together; to summon; to convene; temple or monastery (used in place names in Inner Mongolia); surname Shao; name of an ancient state that existed in what is now Shaanxi Province
叭	bā	denote a sound or sharp noise	denote a sound or sharp noise (gunfire etc)
叮	dīng	to sting or bite	to sting or bite (of mosquito, bee etc); to say repeatedly; to urge insistently; to ask repeatedly; to stick to a point; (onom.) tinkling or jingling sound
可	kě; kè	to approve, can, to permit	can; may; able to; to approve; to permit; to suit; (particle used for emphasis) certainly; very; see 可汗[kè​hán]
台	tái; Tái	platform, stage, terrace	platform; stage; terrace; stand; support; station; broadcasting station; classifier for vehicles or machines; desk; table; counter; (classical) you (in letters); variant of 臺|台[tái]; typhoon; Taiwan (abbr.); surname Tai
叱	chì	to scold, to hoot at, shout at	to scold; shout at; to hoot at
史	shǐ; Shǐ	history, annals	history; annals; title of an official historian in ancient China; surname Shi
右	yòu	right, west, the Right	right (-hand); the Right (politics); west (old)
叵	pǒ	not, thereupon	not; thereupon
叶	yè; xié; Yè	leaf, page, lobe, period	leaf; page; lobe; (historical) period; classifier for small boats; to be in harmony; surname Ye
司	sī; Sī	to manage, to take charge of	to take charge of; to manage; department (under a ministry); surname Si
叻	lè	used in place names	(used in place names)
叼	diāo	to hold with one's mouth	to hold with one's mouth (as a smoker with a cigarette or a dog with a bone)
吁	xū; yù	hush, sh, to implore	sh; hush; variant of 籲|吁[yù]; to implore
吃	chī	to eat, to consume	to eat; to consume; to eat at (a cafeteria etc); to eradicate; to destroy; to absorb; to suffer; to stammer (Taiwan pr. for this sense is [jí]); variant of 吃[chī]
各	gè	each, every	each; every
吅	sòng; xuān	variant of 訟|讼	variant of 訟|讼[sòng]; variant of 喧[xuān]
吆	yāo	to shout, to bawl, to yell	to shout; to bawl; to yell (to urge on an animal); to hawk (one's wares)
合	hé; gě	to close, to join, to fit	to close; to join; to fit; to be equal to; whole; together; round (in battle); conjunction (astronomy); 1st note of pentatonic scale; old variant of 盒[hé]; variant of 合[hé]; 100 ml; one-tenth of a peck...
吉	jí; Jí	lucky, giga-	lucky; giga- (meaning billion or 10^9); surname Ji; abbr. for Jilin Province 吉林省[Jí​lín​Shěng]
吊	diào	to lament, to condole with	a string of 100 cash (arch.); to lament; to condole with; variant of 吊[diào]; to suspend; to hang up; to hang a person
吋	cùn	inch	inch (English)
名	míng	name, noun, place, famous	name; noun (part of speech); place (e.g. among winners); famous; classifier for people
后	hòu; Hòu	back, behind, rear, afterwards	back; behind; rear; afterwards; after; later; post-; empress; queen; surname Hou
吏	lì	minor government official or	minor government official or functionary (old)
吐	tǔ; tù	to spit, to put, to say	to spit; to put; to say; to vomit; to throw up
向	xiàng; Xiàng	to face, to support, towards	towards; to face; to turn towards; direction; to support; to side with; shortly before; formerly; always; all along; variant of 向[xiàng]; orientation; to turn toward; to; to tend toward; to guide; surname Xiang
吒	zhā; zhà	used for the sound "zha" in	used for the sound "zha" in certain names; variant of 咤[zhà]
吔	yē	onomat. for surprise	onomat. for surprise, amazement and sigh
吖	ā	phonetic a, similar to 呵	phonetic a, similar to 呵; -azine, see 吖嗪[ā​qín]
咿	yī	to squeak	variant of 咿[yī]; (onom.) to squeak
君	jūn	monarch, lord, gentleman	monarch; lord; gentleman; ruler
吜	chǒu	onom.	(onom.)
吝	lìn	stingy	stingy; variant of 吝[lìn]
吞	tūn	to swallow, to take	to swallow; to take
吟	yín	to chant, to recite, to moan	to chant; to recite; to moan; to groan; cry (of certain animals and insects); song (ancient poem); old variant of 吟[yín]
吠	fèi	to bark	to bark
吡	bǐ	used as phonetic bi- or pi-	used as phonetic bi- or pi-
吥	bù	see 嗊吥|唝吥	see 嗊吥|唝吥[Gòng​bù]
否	fǒu; pǐ	to negate, to deny, not	to negate; to deny; not; clogged; evil
吧	ba; bā; biā	...right?, ...OK?	(modal particle indicating suggestion or surmise); ...right?; ...OK?; ...I presume.; bar (loanword) (serving drinks, or providing Internet access etc); to puff (on a pipe etc); (onom.) bang; abbr. for 貼吧|贴吧[tiē​bā]; (onom.) smack!
吩	fēn	to order, leave instructions	leave instructions; to order
吪	é	move	move
含	hán	to keep, to contain, to suck	to keep; to contain; to suck (keep in your mouth without chewing)
听	tīng; tìng; yǐn	to listen, to hear, to obey	to listen; to hear; to obey; a can (loanword from English "tin"); classifier for canned beverages; (literary pronunciation, still advocated in Taiwan) to rule; to sentence; to allow; smile (archaic)
吭	kēng; háng	to utter, throat	to utter; throat
吮	shǔn	to suck	to suck
吰	hóng	clang	clang
吱	zī; zhī	to squeak, to chirp or peep	(onom.) to squeak (of mice); to chirp or peep (of small birds); (onom.) creaking or groaning
吲	yǐn	see 吲哚, indole C8H7N	see 吲哚, indole C8H7N
吴	Wú	area comprising southern	surname Wu; area comprising southern Jiangsu, northern Zhejiang and Shanghai; name of states in Southern China at different historical periods
吵	chǎo	to quarrel, to make a noise	to quarrel; to make a noise; noisy; to disturb by making a noise
呐	nà; na	battle cry	battle cry; sentence-final particle (abbr. for 呢啊[ne​'a] or variant of 哪[na])
吸	xī	to breathe, to absorb	to breathe; to suck in; to absorb; to inhale
吹	chuī	to blow, to blast, to puff	to blow; to play a wind instrument; to blast; to puff; to boast; to brag; to end in failure; to fall through
吻	wěn	to kiss, kiss, mouth	kiss; to kiss; mouth; variant of 吻[wěn]
吼	hǒu	to roar, to howl, to shriek	to roar; to howl; to shriek; roar or howl of an animal; bellow of rage
吽	hǒu; hōng	roar or howl of an animal	roar or howl of an animal; bellow of rage; sound of a Buddhist incantation
吾	wú; Wú	I, my	I; my (old); surname Wu
呀	ya	particle equivalent to 啊	(particle equivalent to 啊 after a vowel, expressing surprise or doubt)
吕	Lǚ; lǚ	pitchpipe, pitch standard	surname Lü; pitchpipe, pitch standard, one of the twelve semitones in the traditional tone system
呃	è	to hiccup	(exclamation); to hiccup
呆	dāi	to stay, foolish, stupid	foolish; stupid; expressionless; blank; to stay
呇	qǐ	star	star
呈	chéng	to present	to present to a superior; memorial; petition; to present (a certain appearance); to assume (a shape); to be (a certain color)
呉	Wú	Japanese variant of 吳|吴	Japanese variant of 吳|吴
告	gào	to say, to tell, to announce	to say; to tell; to announce; to report; to denounce; to file a lawsuit; to sue
呋	fū	see 呋喃 furan or 呋喃西林	see 呋喃 furan or 呋喃西林 furacilinum
呎	chǐ	foot	foot (unit of length equal to 0.3048 m); old form of modern 英尺[yīng​chǐ]
呏	shēng	gallon, quart	gallon; quart
呔	tāi	tie, necktie, tire	tie; necktie; tire (Cantonese)
呝	è	old variant of 呃	old variant of 呃[è]
呠	pēn	to spurt, to blow out	to spurt; to blow out; to puff out; to snort
呡	wěn	the lips	the corners of the mouth; the lips
呢	ne; ní	particle indicating that a	particle indicating that a previously asked question is to be applied to the preceding word ("What about ...?", "And ...?"); particle for inquiring about location ("Where is ...?")...
呣	m	um	interjection expressing consent; um; interjection expressing a question
呤	líng	to whisper, purine	purine (chemistry); to whisper
呦	yōu	Oh!	Oh! (exclamation of dismay etc); see 呦呦[yōu​yōu]
呧	dǐ	vex	vex
周	zhōu; Zhōu	to circle, to make a circuit	to make a circuit; to circle; circle; circumference; lap; cycle; complete; all; all over; thorough; to help financially; week; weekly; variant of 周[zhōu]; surname Zhou; Zhou Dynasty (1046-256 BC)
咒	zhòu	to revile, incantation, curse	incantation; magic spell; curse; malediction; to revile; to put a curse on sb; variant of 咒[zhòu]
呫	zhān; tiè	to drink, to sip, to taste	to drink; to sip; to taste; to lick; whisper; petty; to mutter; to talk indistinctly
呬	xì	to rest	to rest
呯	píng	bang!	(onom.) bang! (gong, gun firing etc)
呰	zǐ	to slander, to blame	to slander; to blame; to revile
呱	gū	crying sound of child	crying sound of child
呲	cī; zī	to scold, to rebuke	(coll.) to scold; to rebuke; variant of 齜|龇[zī]
味	wèi	taste, smell	taste; smell; classifier for drugs (in TCM)
呴	xū	yawn, roar, breathe on	breathe on; yawn; roar
呵	ā; hē	expel breath, my goodness	variant of 啊[ā]; expel breath; my goodness
呶	náo; nǔ	clamor, "look!", to pout	clamor; (onom.) "look!"; to pout
呷	xiā	suck, swallow, drink	suck, swallow, drink
呸	pēi	to spit, pah!, bah!, pooh!	pah!; bah!; pooh!; to spit (in contempt)
呺	xiāo	vast, spacious, voice of anger	voice of anger; vast; spacious
呻	shēn	groan	groan
呼	hū	to call, to cry, to shout	to call; to cry; to shout; to breath out; to exhale; variant of 呼[hū]; to call out
命	mìng	life, fate	life; fate; order or command; to assign a name, title etc
呿	qū	to yawn	to yawn
咀	jǔ	to chew, to masticate	to chew; to masticate
咁	gān	so	so (Cantonese); Mandarin equivalent: 這樣|这样[zhè​yàng]
咂	zā	to sip, to taste, to savor	to sip; to smack one's lips; to taste; to savor
咄	duō	tut!	(old)(interjection expressing disapproval, commiseration etc) tut!; Taiwan pr. [duò]
咅	pǒu	pooh, pah, bah	pooh; pah; bah; (today used as a phonetic component in 部[bù], 倍[bèi], 培[péi], 剖[pōu] etc)
咆	páo	to roar	to roar
咇	bì	fragrant	fragrant
咈	fú	oppose	oppose
和	hé; hè; huò; Hé; huó; hú	and, with, sum, union, peace	and; together with; with; sum; union; peace; harmony; Taiwan pr. [hàn] when it means "and" or "with"; old variant of 和[hé]; harmonious; to compose a poem in reply (to sb's poem) using the same rhyme sequence; to join in the singing...
咋	zǎ; zhà; zé	shout, loud noise, suddenly	dialectal equivalent of 怎麼|怎么[zěn​me]; loud noise; shout; suddenly; gnaw
咍	hāi	happy, sound of laughter	(interj.); happy; sound of laughter
咎	jiù	to blame, to punish, fault	fault; to blame; to punish; calamity; misfortune
咐	fù	to order	to order
咑	dā	da!	da! (sound used to move animals along)
咔	kǎ	used as phonetic "ka"	(used as phonetic "ka")
咕	gū	for the sound of a bird, an	(onom.) for the sound of a bird, an empty stomach etc
咖	kā	coffee, class, grade	coffee; class; grade
咗	zuǒ	Cantonese particle equivalent	Cantonese particle equivalent to 了[le] or 過|过[guò]
咚	dōng	boom	boom (of a drum)
咠	qì	to whisper	to whisper; to blame, to slander
咡	èr	space between mouth and ears	space between mouth and ears
咢	è	startle, beat a drum	beat a drum; startle
咣	guāng	bang, door banging shut	(onom.) bang; door banging shut
咤	zhà	see 叱咤	see 叱咤[chì​zhà]
咥	dié; xì	gnaw, bite, loud laugh	gnaw; bite; loud laugh
咦	yí	expression of surprise	expression of surprise
咧	lie; liē; liě	modal particle expressing	modal particle expressing exclamation; see 咧咧[liē​liē]; to draw back the corners of one's mouth
咨	zī	to consult	to consult
咩	miē	the bleating of sheep	the bleating of sheep; final particle which transforms statements into questions that indicate doubt or surprise (Cantonese); old variant of 咩[miē]
咪	mī	sound for calling a cat	sound for calling a cat
咫	zhǐ	8 in. length unit of Zhou	8 in. length unit of Zhou dynasty
咬	yǎo	to bite, to nip	to bite; to nip; variant of 咬[yǎo]
咭	jī	variant of 嘰|叽	variant of 嘰|叽[jī]
咮	zhòu	beak of bird, peck at	beak of bird; peck at
咯	luò; gē; lo	to cough up	to cough up; also pr. [kǎ]; (phonetic); (final particle similar to 了, indicating that sth is obvious)
笑	xiào	laugh, smile	laugh; smile; CL:個|个[gè]; old variant of 笑[xiào]
咳	hāi; ké	sound of sighing, cough	sound of sighing; cough
咴	huī	neigh, whinny	neigh; whinny (sound made by a horse)
啕	táo	wail	wail
咸	xián; Xián	all, everyone, each	all; everyone; each; widespread; harmonious; salted; salty; stingy; miserly; surname Xian
咹	è	eh?	eh?
咺	xuǎn	glorious, sob, weep	glorious; sob; weep
咻	xiū	jeer, call out	call out; jeer
呙	wāi; Guō	lopsided	lopsided; Taiwan pr. [kuāi]; surname Guo
咽	yān; yàn; yè	throat, narrow pass, pharynx	narrow pass; throat; pharynx; variant of 嚥|咽[yàn]; to swallow; to choke (in crying)
咾	lǎo	a noise, a sound	a noise; a sound
哀	āi; Aī	sorrow, to pity, grief	sorrow; grief; pity; to grieve for; to pity; to lament; to condole; Ai (c. 2000 BC), sixth of legendary Flame Emperors 炎帝[Yán​dì] descended from Shennong 神農|神农[Shén​nóng] Farmer God, also known as Li 釐|厘[Lí]
品	pǐn	article, commodity, product	article; commodity; product; goods; kind; grade; rank; character; disposition; nature; temperament; variety; to taste sth; to sample; to criticize; to comment; to judge; to size up; fret (on a guitar or lute)
哂	shěn	to sneer	(literary) to smile; to sneer
哄	hōng; hǒng; hòng	to roar, hubbub	roar of laughter (onom.); hubbub; to roar (as a crowd); to deceive; to coax; to amuse (a child); tumult; uproar; commotion; disturbance; variant of 鬨|哄[hòng]
哆	duō	quiver, woolen cloth	quiver; woolen cloth
哇	wā; wa	Wow!, sound of child's crying	Wow!; sound of child's crying; sound of vomiting; replaces 啊[a] when following the vowel "u" or "ao"
哈	hā; hǎ; Hā	to adore, ha!	(interj.) ha!; (onom. for laughter); (slang) to be infatuated with; to adore; abbr. for 哈士奇[hā​shì​qí], husky (dog); a Pekinese; a pug; (dialect) to scold; abbr. for 哈薩克斯坦|哈萨克斯坦[Hā​sà​kè​sī​tǎn], Kazakhstan...
哉	zāi	exclamatory or interrogative	(exclamatory or interrogative particle)
哋	dì	plural for pronouns	(Cant.) plural for pronouns
哌	pài	used in transliteration	used in transliteration
哎	āi	hey!	hey!; (interjection used to attract attention or to express surprise or disapprobation)
哏	gén; hěn	funny, amusing, sth comical	funny; amusing; sth comical; old variant of 狠[hěn]; old variant of 很[hěn]; also used as an exclamation of anger
哐	kuāng	clang	(onom.) clang; see 哐啷, clatter
哚	duǒ	see 吲哚, indole C8H7N	see 吲哚, indole C8H7N
哞	mōu	moo	moo (sound made by cow)
员	yuán	person, employee, member	person; employee; member
哢	lòng	to sing or chirp, music sound	to sing or chirp (of birds); music sound
哤	máng	jargon	jargon
哥	gē	elder brother	elder brother
哦	ó; ò; é; o	oh, to chant	oh (interjection indicating doubt or surprise); oh (interjection indicating that one has just learned sth); to chant; sentence-final particle that conveys informality, warmth, friendliness or intimacy...
哧	chī	giggling, breathing	(onom.) giggling; breathing; tearing of paper, ripping of fabric etc
哨	shào	sentry, a whistle	a whistle; sentry
哩	li; lǐ	mile	(modal final particle similar to 呢[ne] or 啦[la]); mile (unit of length equal to 1,609.344 m); old form of modern 英里[Yīng​lǐ]
哪	nǎ; na; něi	how, which, which?	how; which; (particle equivalent to 啊 after noun ending in -n); which? (interrogative, followed by classifier or numeral-classifier)
哫	zú	to cajole	to cajole
哭	kū	to cry, to weep	to cry; to weep
哮	xiào	pant, roar, bark	pant; roar; bark (of animals)
哰	láo	see 囒哰 , confused talk	see 囒哰[lán​láo], confused talk
哱	bō	phonetic bo	phonetic bo; used in onomatopoeia; see 呼呼哱[hū​hū​bō], hoopoe bird
哲	zhé	wise, a sage	wise; a sage; (used in given names); variant of 哲[zhé]
哳	zhā	twittering sound	see 嘲哳, (onom.) twitter; twittering sound
哺	bǔ; bū; bù	to feed, to eat, evening meal	to feed; to eat; evening meal; see 餔子|哺子[bù​zi]
哼	hēng	to groan, to snort, to hum	to groan; to snort; to hum; to croon; humph!
哽	gěng	choking	choking
